case_id,run_id,status,load_multiplier_pu,current_A,oil_temperature_C,air_temperature_C,contact_resistance_multiplier_pu,Tmax_global_C,Tmax_conductor_C,Tmax_RIP_C,Tmax_contact_C,Tmax_silicone_C,Tmax_flange_C,Emax_global_V_per_m,Emax_RIP_V_per_m,Emax_RIP_probe_excluding_edges_V_per_m,E95_RIP_V_per_m,Qjoule_conductor_W,Qcontact_W,Qdielectric_RIP_field_W,Qdielectric_RIP_ref_W,Qdielectric_ratio_field_to_ref,Qtotal_W,heat_balance_status,heat_balance_residual_percent,field_singularity_flag,dielectric_loss_review_required,thermal_warning,thermal_risk,risk_zone,contact_risk_zone,note
RUN010_CASE_072,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.800000,1000.00000,105.000000,25.000000,5.000000,109.629587,85.3614600,109.629587,62.3000675,64.0214387,52.6867572,45634515.2,45634515.2,45634515.2,13106429.4,22.5071441,5.00000000,28.0485376,2.54518841,11.0202205,55.5556816,VALID_STRICT,-2.42399237,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_073,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.000000,1250.00000,105.000000,25.000000,5.000000,109.697659,87.8430564,109.697659,69.6967379,65.9009192,53.3906379,45634515.2,45634515.2,45634515.2,13106429.4,35.7245417,7.81250000,28.0485376,2.54518841,11.0202205,71.5855792,VALID_STRICT,-2.25060933,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_074,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.200000,1500.00000,105.000000,25.000000,5.000000,109.783119,90.9530793,109.783119,79.0327513,68.2807808,54.2753167,45634515.2,45634515.2,45634515.2,13106429.4,52.4550917,11.2500000,28.0485376,2.54518841,11.0202205,91.7536292,VALID_STRICT,-2.11964801,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_075,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.400000,1750.00000,105.000000,25.000000,5.000000,109.887493,94.7432696,109.887493,90.5090354,71.2053075,55.3572499,45634515.2,45634515.2,45634515.2,13106429.4,73.0882495,15.3125000,28.0485376,2.54518841,11.0202205,116.449287,VALID_STRICT,-2.02238115,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_076,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.600000,750.000000,65.000000,25.000000,10.000000,67.4123958,57.6716131,67.4123958,47.9290343,46.9408281,39.7928493,45634515.2,45634515.2,45634515.2,13106429.4,11.8472421,5.62500000,28.0485376,2.54518841,11.0202205,45.5207796,VALID_STRICT,-1.81700676,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_077,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.800000,1000.00000,65.000000,25.000000,10.000000,67.4681318,59.6481685,67.4681318,55.1780132,48.5424188,40.3802218,45634515.2,45634515.2,45634515.2,13106429.4,21.3868419,10.0000000,28.0485376,2.54518841,11.0202205,59.4353795,VALID_STRICT,-1.82767705,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_078,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.000000,1250.00000,65.000000,25.000000,10.000000,67.5414638,64.4215864,67.5414638,64.7287221,50.6655292,41.1535867,45634515.2,45634515.2,45634515.2,13106429.4,34.0866424,15.6250000,28.0485376,2.54518841,11.0202205,77.7601799,VALID_STRICT,-1.83605195,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_079,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.200000,1500.00000,65.000000,25.000000,10.000000,79.9328911,76.2946506,76.3503588,76.7698650,53.3563462,42.1277799,45634515.2,45634515.2,45634515.2,13106429.4,50.3016792,22.5000000,28.0485376,2.54518841,11.0202205,100.850217,VALID_STRICT,-1.84246098,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_080,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.400000,1750.00000,65.000000,25.000000,10.000000,96.0759719,90.8679570,90.9528819,91.5514376,56.6752396,43.3224157,45634515.2,45634515.2,45634515.2,13106429.4,70.5015888,30.6250000,28.0485376,2.54518841,11.0202205,129.175126,VALID_STRICT,-1.84742480,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_081,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.600000,750.000000,75.000000,25.000000,10.000000,77.9558066,64.1814497,77.9558066,50.6900619,50.9188572,42.9069382,45634515.2,45634515.2,45634515.2,13106429.4,12.0239082,5.62500000,28.0485376,2.54518841,11.0202205,45.6974458,VALID_STRICT,-2.02913968,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_082,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.800000,1000.00000,75.000000,25.000000,10.000000,78.0122383,66.1858653,78.0122383,57.9824302,52.5326267,43.5010610,45634515.2,45634515.2,45634515.2,13106429.4,21.7035538,10.0000000,28.0485376,2.54518841,11.0202205,59.7520913,VALID_STRICT,-1.98820026,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_083,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.000000,1250.00000,75.000000,25.000000,10.000000,78.0864797,68.8195896,78.0864797,67.5905108,54.6687053,44.2832602,45634515.2,45634515.2,45634515.2,13106429.4,34.5869292,15.6250000,28.0485376,2.54518841,11.0202205,78.2604668,VALID_STRICT,-1.95689823,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_084,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.200000,1500.00000,75.000000,25.000000,10.000000,82.8969778,79.2364022,79.2890977,79.7043074,57.3771817,45.2684974,45634515.2,45634515.2,45634515.2,13106429.4,51.0319231,22.5000000,28.0485376,2.54518841,11.0202205,101.580461,VALID_STRICT,-1.93392454,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_085,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.400000,1750.00000,75.000000,25.000000,10.000000,99.1418849,93.8984120,93.9790396,94.5755410,60.7192867,46.4765513,45634515.2,45634515.2,45634515.2,13106429.4,71.5119226,30.6250000,28.0485376,2.54518841,11.0202205,130.185460,VALID_STRICT,-1.91725620,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_086,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.600000,750.000000,85.000000,25.000000,10.000000,88.4992174,70.6912863,88.4992174,53.4510894,54.9034404,46.0210271,45634515.2,45634515.2,45634515.2,13106429.4,12.2005743,5.62500000,28.0485376,2.54518841,11.0202205,45.8741119,VALID_STRICT,-2.23963871,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_087,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.800000,1000.00000,85.000000,25.000000,10.000000,88.5563447,72.7235621,88.5563447,60.7868472,56.5279937,46.6219002,45634515.2,45634515.2,45634515.2,13106429.4,22.0202656,10.0000000,28.0485376,2.54518841,11.0202205,60.0688032,VALID_STRICT,-2.14703077,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_088,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.000000,1250.00000,85.000000,25.000000,10.000000,88.6314955,75.3936399,88.6314955,70.4522994,58.6788711,47.4129338,45634515.2,45634515.2,45634515.2,13106429.4,35.0872161,15.6250000,28.0485376,2.54518841,11.0202205,78.7607536,VALID_STRICT,-2.07620929,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_089,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.200000,1500.00000,85.000000,25.000000,10.000000,88.7260576,82.1781538,88.7260576,82.6387497,61.4071878,48.4092148,45634515.2,45634515.2,45634515.2,13106429.4,51.7621670,22.5000000,28.0485376,2.54518841,11.0202205,102.310705,VALID_STRICT,-2.02408246,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_090,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.400000,1750.00000,85.000000,25.000000,10.000000,102.207798,96.9288671,97.0061438,97.5996443,64.7730419,49.6306869,45634515.2,45634515.2,45634515.2,13106429.4,72.5222565,30.6250000,28.0485376,2.54518841,11.0202205,131.195794,VALID_STRICT,-1.98601206,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_091,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.600000,750.000000,95.000000,25.000000,10.000000,99.0426281,77.2011229,99.0426281,56.2121170,58.8880236,49.1351159,45634515.2,45634515.2,45634515.2,13106429.4,12.3772405,5.62500000,28.0485376,2.54518841,11.0202205,46.0507780,VALID_STRICT,-2.44852264,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_092,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.800000,1000.00000,95.000000,25.000000,10.000000,99.1004512,79.2612588,99.1004512,63.5912642,60.5250860,49.7427395,45634515.2,45634515.2,45634515.2,13106429.4,22.3369775,10.0000000,28.0485376,2.54518841,11.0202205,60.3855150,VALID_STRICT,-2.30419519,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_093,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.000000,1250.00000,95.000000,25.000000,10.000000,99.1765114,81.9676901,99.1765114,73.3140881,62.6947773,50.5426073,45634515.2,45634515.2,45634515.2,13106429.4,35.5875029,15.6250000,28.0485376,2.54518841,11.0202205,79.2610405,VALID_STRICT,-2.19401420,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_094,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.200000,1500.00000,95.000000,25.000000,10.000000,99.2722085,85.3674132,99.2722085,85.5731921,65.4423455,51.5499323,45634515.2,45634515.2,45634515.2,13106429.4,52.4924109,22.5000000,28.0485376,2.54518841,11.0202205,103.040949,VALID_STRICT,-2.11296249,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_095,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.400000,1750.00000,95.000000,25.000000,10.000000,105.273711,99.9593222,100.033641,100.623748,68.8331415,52.7848225,45634515.2,45634515.2,45634515.2,13106429.4,73.5325903,30.6250000,28.0485376,2.54518841,11.0202205,132.206128,VALID_STRICT,-2.05371703,false,true,false,false,safe,contact_attention,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_096,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.600000,750.000000,105.000000,25.000000,10.000000,109.586039,83.7109595,109.586039,58.9731445,62.8726068,52.2492048,45634515.2,45634515.2,45634515.2,13106429.4,12.5539066,5.62500000,28.0485376,2.54518841,11.0202205,46.2274442,VALID_STRICT,-2.65581000,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_097,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.800000,1000.00000,105.000000,25.000000,10.000000,109.644558,85.7989556,109.644558,66.3956812,64.5270401,52.8635787,45634515.2,45634515.2,45634515.2,13106429.4,22.6536893,10.0000000,28.0485376,2.54518841,11.0202205,60.7022269,VALID_STRICT,-2.45971961,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_098,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.000000,1250.00000,105.000000,25.000000,10.000000,109.721527,88.5417404,109.721527,76.1758767,66.7130286,53.6722809,45634515.2,45634515.2,45634515.2,13106429.4,36.0877898,15.6250000,28.0485376,2.54518841,11.0202205,79.7613273,VALID_STRICT,-2.31034129,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_099,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.200000,1500.00000,105.000000,25.000000,10.000000,109.818359,91.9867388,109.818359,88.5076345,69.4812912,54.6906497,45634515.2,45634515.2,45634515.2,13106429.4,53.2226549,22.5000000,28.0485376,2.54518841,11.0202205,103.771192,VALID_STRICT,-2.20059161,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_100,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.400000,1750.00000,105.000000,25.000000,10.000000,109.936919,102.989777,109.936919,103.647851,72.8983066,55.9389582,45634515.2,45634515.2,45634515.2,13106429.4,74.5429242,30.6250000,28.0485376,2.54518841,11.0202205,133.216462,VALID_STRICT,-2.12039504,false,true,false,false,safe,contact_attention,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_101,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.600000,750.000000,65.000000,25.000000,20.000000,67.4289782,58.1555808,67.4289782,52.4930593,47.5064853,39.9888537,45634515.2,45634515.2,45634515.2,13106429.4,11.9389030,11.2500000,28.0485376,2.54518841,11.0202205,51.2374405,VALID_STRICT,-1.93278804,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_102,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.800000,1000.00000,65.000000,25.000000,20.000000,67.4980731,63.0746971,67.4980731,63.3692406,49.5733586,40.7338648,45634515.2,45634515.2,45634515.2,13106429.4,21.6799324,20.0000000,28.0485376,2.54518841,11.0202205,69.7284700,VALID_STRICT,-1.97790800,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_103,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.000000,1250.00000,65.000000,25.000000,20.000000,79.8795986,77.1898943,77.2629456,77.6869998,52.3207497,41.7168726,45634515.2,45634515.2,45634515.2,13106429.4,34.8131385,31.2500000,28.0485376,2.54518841,11.0202205,94.1116760,VALID_STRICT,-2.00932729,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_104,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.200000,1500.00000,65.000000,25.000000,20.000000,99.0694393,94.9654467,95.0821359,95.7196314,58.2557388,42.9584459,45634515.2,45634515.2,45634515.2,13106429.4,51.8368055,45.0000000,28.0485376,2.54518841,11.0202205,124.885343,VALID_STRICT,-2.03032492,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_105,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.400000,1750.00000,65.000000,25.000000,20.000000,122.710547,116.756828,116.926369,117.829069,68.5510502,44.4858322,45634515.2,45634515.2,45634515.2,13106429.4,73.4109381,61.2500000,28.0485376,2.54518841,11.0202205,162.709476,VALID_STRICT,-2.04397866,false,true,false,false,attention,contact_attention,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_106,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.600000,750.000000,75.000000,25.000000,20.000000,77.9723889,64.6654174,77.9723889,55.2540869,51.4843798,43.1029425,45634515.2,45634515.2,45634515.2,13106429.4,12.1155691,11.2500000,28.0485376,2.54518841,11.0202205,51.4141067,VALID_STRICT,-2.12093636,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_107,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.800000,1000.00000,75.000000,25.000000,20.000000,78.0421795,67.0608566,78.0421795,66.1736576,53.5579265,43.8547040,45634515.2,45634515.2,45634515.2,13106429.4,21.9966442,20.0000000,28.0485376,2.54518841,11.0202205,70.0451818,VALID_STRICT,-2.11416317,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_108,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.000000,1250.00000,75.000000,25.000000,20.000000,82.7613327,80.0597524,80.1284247,80.5487885,56.3152617,44.8465462,45634515.2,45634515.2,45634515.2,13106429.4,35.3134253,31.2500000,28.0485376,2.54518841,11.0202205,94.6119629,VALID_STRICT,-2.10837184,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_109,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.200000,1500.00000,75.000000,25.000000,20.000000,102.033526,97.9071983,98.0195436,98.6540738,59.8222195,46.0991634,45634515.2,45634515.2,45634515.2,13106429.4,52.5670495,45.0000000,28.0485376,2.54518841,11.0202205,125.615587,VALID_STRICT,-2.10319584,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_110,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.400000,1750.00000,75.000000,25.000000,20.000000,125.776460,119.787283,119.952526,120.853172,70.0278959,47.6399678,45634515.2,45634515.2,45634515.2,13106429.4,74.4212719,61.2500000,28.0485376,2.54518841,11.0202205,163.719809,VALID_STRICT,-2.09829369,false,true,false,false,attention,contact_warning,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_111,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.600000,750.000000,85.000000,25.000000,20.000000,88.5157997,71.1752540,88.5157997,58.0151144,55.4640969,46.2170314,45634515.2,45634515.2,45634515.2,13106429.4,12.2922352,11.2500000,28.0485376,2.54518841,11.0202205,51.5907728,VALID_STRICT,-2.30779610,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_112,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.800000,1000.00000,85.000000,25.000000,20.000000,88.5862860,73.5985534,88.5862860,68.9780746,57.5482050,46.9755432,45634515.2,45634515.2,45634515.2,13106429.4,22.3133561,20.0000000,28.0485376,2.54518841,11.0202205,70.3618937,VALID_STRICT,-2.24919172,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
